09:44:33.084 -> Система готова. Формат вывода: mq7,mq135,temp,hum,ky028_analog,ky028_digital
11:10:32.065 -> 146,126,28.0,55.0,163,1
11:10:37.065 -> 146,125,28.0,55.0,167,1
11:10:42.089 -> 146,125,28.0,55.0,164,1
11:10:47.084 -> 146,126,28.0,55.0,159,1
11:10:52.080 -> 146,126,28.0,55.0,156,1
11:10:57.076 -> 146,126,28.0,55.0,155,1
11:11:02.100 -> 146,126,28.0,55.0,157,1
11:11:07.094 -> 146,126,28.0,55.0,160,1
11:11:12.094 -> 146,126,28.0,55.0,164,1
11:11:17.097 -> 146,126,28.0,55.0,164,1
11:11:22.097 -> 146,125,28.0,55.0,167,1
11:11:27.132 -> 146,126,28.0,55.0,166,1
11:11:32.136 -> 146,126,28.0,55.0,164,1
11:11:37.124 -> 147,126,28.0,55.0,161,1
11:11:42.119 -> 147,126,28.0,55.0,158,1
11:11:47.148 -> 146,126,28.0,55.0,159,1
11:11:52.132 -> 147,125,28.0,55.0,156,1
11:11:57.132 -> 146,126,28.0,55.0,155,1
11:12:02.161 -> 146,126,28.0,55.0,156,1
11:12:07.148 -> 146,127,28.0,55.0,156,1
11:12:12.151 -> 146,127,28.0,55.0,156,1
11:12:17.152 -> 146,126,28.0,55.0,156,1
11:12:22.153 -> 146,127,28.0,55.0,157,1
11:12:27.149 -> 145,126,28.0,55.0,158,1
11:12:32.155 -> 146,127,28.0,55.0,162,1
11:12:37.148 -> 146,127,28.0,55.0,162,1
11:12:42.153 -> 146,126,28.0,55.0,166,1
11:12:47.183 -> 146,126,28.0,55.0,167,1
11:12:52.180 -> 146,126,28.0,55.0,164,1
11:12:57.192 -> 146,126,28.0,55.0,159,1
11:13:02.171 -> 146,126,28.0,55.0,156,1
11:13:07.174 -> 146,126,28.0,55.0,156,1
11:13:12.211 -> 146,127,28.0,55.0,157,1
11:13:17.203 -> 146,127,28.0,55.0,161,1
11:13:22.210 -> 146,126,28.0,55.0,166,1
11:13:27.203 -> 146,126,28.0,55.0,167,1
11:13:32.206 -> 145,127,28.0,55.0,167,1
11:13:37.203 -> 146,127,28.0,55.0,167,1
11:13:42.230 -> 146,126,28.0,55.0,164,1
11:13:47.226 -> 146,127,28.0,55.0,160,1
11:13:52.208 -> 146,126,28.0,55.0,156,1
11:13:57.234 -> 147,127,28.0,55.0,157,1
11:14:02.220 -> 147,127,28.0,54.0,156,1
11:14:07.246 -> 148,126,28.0,55.0,157,1
11:14:12.238 -> 148,127,28.0,54.0,160,1
11:14:17.262 -> 147,127,28.0,55.0,165,1
11:14:22.266 -> 147,127,28.0,54.0,167,1
11:14:27.267 -> 148,127,28.0,55.0,167,1
11:14:32.230 -> 147,127,28.0,54.0,168,1
11:14:37.253 -> 147,127,28.0,55.0,164,1
11:14:42.274 -> 149,128,28.0,54.0,159,1
11:14:47.261 -> 149,128,28.0,55.0,158,1
11:14:52.262 -> 148,128,28.0,55.0,157,1
11:14:57.288 -> 148,128,28.0,55.0,156,1
11:15:02.281 -> 148,127,28.0,55.0,160,1
11:15:07.269 -> 147,127,28.0,55.0,167,1
11:15:12.273 -> 148,127,28.0,55.0,165,1
11:15:17.271 -> 147,127,28.0,55.0,159,1
11:15:22.271 -> 147,126,28.0,55.0,156,1
11:15:27.297 -> 147,127,28.0,55.0,165,1
11:15:32.289 -> 147,126,28.0,55.0,165,1
11:15:37.318 -> 147,127,28.0,55.0,156,1
11:15:42.314 -> 147,127,28.0,55.0,159,1
11:15:47.313 -> 147,127,28.0,55.0,167,1
11:15:52.317 -> 147,126,28.0,55.0,164,1
11:15:57.308 -> 147,127,28.0,55.0,156,1
11:16:02.302 -> 148,127,28.0,55.0,161,1
11:16:07.313 -> 147,126,28.0,55.0,168,1
11:16:12.304 -> 147,126,28.0,55.0,161,1
11:16:17.344 -> 147,126,28.0,55.0,156,1
11:16:22.342 -> 146,126,28.0,55.0,164,1
11:16:27.337 -> 146,127,28.0,55.0,165,1
11:16:32.328 -> 146,126,28.0,55.0,155,1
11:16:37.324 -> 147,126,28.0,55.0,159,1
11:16:42.352 -> 146,127,28.0,55.0,168,1
11:16:47.356 -> 147,127,28.0,55.0,158,1
11:16:52.340 -> 147,127,28.0,55.0,157,1
11:16:57.368 -> 147,127,28.0,55.0,167,1
11:17:02.358 -> 147,127,28.0,55.0,161,1
11:17:07.354 -> 147,127,28.0,55.0,156,1
11:17:12.380 -> 147,127,28.0,55.0,164,1
11:17:17.364 -> 147,127,28.0,55.0,166,1
11:17:22.380 -> 146,127,28.0,55.0,156,1
11:17:27.396 -> 147,127,28.0,55.0,157,1
11:17:32.366 -> 146,127,28.0,55.0,164,1
11:17:37.390 -> 147,128,28.0,55.0,168,1
11:17:42.385 -> 147,128,28.0,55.0,159,1
11:17:47.404 -> 147,128,28.0,55.0,156,1
11:17:52.383 -> 149,128,28.0,55.0,163,1
11:17:57.397 -> 149,129,28.0,55.0,168,1
11:18:02.383 -> 149,129,28.0,55.0,164,1
11:18:07.415 -> 149,129,28.0,55.0,157,1
11:18:12.407 -> 150,128,28.0,55.0,163,1
11:18:17.415 -> 149,128,28.0,55.0,167,1
11:18:22.416 -> 149,129,28.0,55.0,157,1
11:18:27.413 -> 150,128,28.0,55.0,162,1
11:18:32.407 -> 149,129,28.0,55.0,169,1
11:18:37.439 -> 150,129,28.0,55.0,158,1
11:18:42.431 -> 149,128,28.0,55.0,159,1
11:18:47.443 -> 148,128,28.0,55.0,168,1
11:18:52.443 -> 148,128,28.0,55.0,162,1
11:18:57.439 -> 148,128,28.0,55.0,156,1
11:19:02.438 -> 148,128,28.0,55.0,166,1
11:19:07.460 -> 148,127,28.0,55.0,164,1
11:19:12.451 -> 147,128,28.0,55.0,156,1
11:19:17.474 -> 148,127,28.0,55.0,160,1
11:19:22.468 -> 147,127,28.0,55.0,167,1
11:19:27.452 -> 147,127,28.0,55.0,157,1
11:19:32.478 -> 147,127,28.0,55.0,160,1
11:19:37.462 -> 147,127,28.0,55.0,168,1
11:19:42.482 -> 148,128,28.0,55.0,159,1
11:19:47.466 -> 147,128,28.0,55.0,156,1
11:19:52.500 -> 147,127,28.0,55.0,160,1
11:19:57.495 -> 147,127,28.0,55.0,168,1
11:20:02.489 -> 147,127,28.0,55.0,165,1
11:20:07.480 -> 147,128,28.0,55.0,160,1
11:20:12.504 -> 147,128,28.0,55.0,158,1
11:20:17.485 -> 147,127,28.0,55.0,156,1
11:20:22.523 -> 147,128,28.0,55.0,160,1
11:20:27.528 -> 147,128,28.0,55.0,167,1
11:20:32.513 -> 148,128,28.0,55.0,166,1
11:20:37.518 -> 149,129,28.0,55.0,162,1
11:20:42.509 -> 150,129,28.0,55.0,153,1
11:20:47.529 -> 149,128,28.0,55.0,157,1
11:20:52.536 -> 148,127,29.0,55.0,168,1
11:20:57.537 -> 146,126,28.0,55.0,170,1
11:21:02.529 -> 144,124,28.0,55.0,160,1
11:21:07.521 -> 144,124,29.0,55.0,154,1
11:21:12.545 -> 144,123,29.0,55.0,145,1
11:21:17.537 -> 142,122,29.0,55.0,152,1
11:21:22.530 -> 142,121,29.0,55.0,162,1
11:21:27.553 -> 141,121,29.0,55.0,172,1
11:21:32.572 -> 141,121,29.0,55.0,174,1
11:21:37.566 -> 140,121,29.0,55.0,175,1
11:21:42.556 -> 140,121,29.0,55.0,170,1
11:21:47.576 -> 140,121,29.0,55.0,158,1
11:21:52.576 -> 140,121,29.0,55.0,148,1
11:21:57.548 -> 139,121,29.0,55.0,144,1
11:22:02.564 -> 139,121,29.0,55.0,145,1
11:22:07.568 -> 139,121,29.0,55.0,157,1
11:22:12.572 -> 139,121,29.0,55.0,161,1
11:22:17.583 -> 139,121,29.0,55.0,163,1
11:22:22.566 -> 138,121,29.0,55.0,164,1
11:22:27.592 -> 138,121,29.0,55.0,163,1
11:22:32.577 -> 138,121,29.0,55.0,160,1
11:22:37.604 -> 138,120,29.0,55.0,156,1
11:22:42.596 -> 138,121,29.0,55.0,153,1
11:22:47.583 -> 138,121,29.0,55.0,153,1
11:22:52.609 -> 138,121,29.0,55.0,153,1
11:22:57.592 -> 138,121,29.0,55.0,153,1
11:23:02.595 -> 138,121,29.0,55.0,153,1
11:23:07.628 -> 137,121,29.0,55.0,155,1
11:23:12.610 -> 138,121,29.0,55.0,157,1
11:23:17.631 -> 138,121,29.0,55.0,157,1
11:23:22.632 -> 137,121,29.0,55.0,160,1
11:23:27.613 -> 137,121,29.0,55.0,161,1
11:23:32.611 -> 137,121,29.0,55.0,162,1
11:23:37.611 -> 138,121,29.0,55.0,163,1
11:23:42.619 -> 137,121,29.0,55.0,164,1
11:23:47.652 -> 137,122,29.0,55.0,164,1
11:23:52.655 -> 137,121,29.0,55.0,164,1
11:23:57.647 -> 137,121,29.0,55.0,163,1
11:24:02.633 -> 138,121,29.0,55.0,161,1
11:24:07.659 -> 137,121,29.0,55.0,160,1
11:24:12.663 -> 138,121,29.0,55.0,162,1
11:24:17.658 -> 138,121,29.0,55.0,162,1
11:24:22.669 -> 138,121,29.0,55.0,161,1
11:24:27.651 -> 138,121,29.0,55.0,159,1
11:24:32.647 -> 137,121,29.0,55.0,157,1
11:24:37.671 -> 137,121,29.0,55.0,156,1
11:24:42.654 -> 137,121,29.0,55.0,153,1
11:24:47.686 -> 137,121,29.0,55.0,153,1
11:24:52.668 -> 137,121,29.0,55.0,154,1
11:24:57.694 -> 136,120,29.0,55.0,158,1
11:25:02.658 -> 137,120,29.0,55.0,163,1
11:25:07.663 -> 137,121,29.0,55.0,162,1
11:25:12.671 -> 137,121,29.0,55.0,155,1
11:25:17.670 -> 136,121,29.0,55.0,152,1
11:25:22.675 -> 136,121,29.0,55.0,154,1
11:25:27.698 -> 136,120,29.0,55.0,159,1
11:25:32.706 -> 137,120,29.0,55.0,163,1
11:25:37.710 -> 136,121,29.0,55.0,160,1
11:25:42.717 -> 136,120,29.0,55.0,153,1
11:25:47.690 -> 136,120,29.0,55.0,152,1
11:25:52.693 -> 136,120,29.0,55.0,160,1
11:25:57.718 -> 136,121,29.0,55.0,163,1
11:26:02.726 -> 136,120,29.0,55.0,153,1
11:26:07.698 -> 136,120,29.0,55.0,153,1
11:26:12.738 -> 136,120,29.0,55.0,163,1
11:26:17.706 -> 136,120,29.0,55.0,157,1
11:26:22.741 -> 136,120,29.0,55.0,152,1
11:26:27.709 -> 136,120,29.0,55.0,157,1
11:26:32.745 -> 136,120,29.0,55.0,162,1
11:26:37.717 -> 136,120,29.0,55.0,152,1
11:26:42.722 -> 136,120,29.0,55.0,155,1
11:26:47.762 -> 136,121,29.0,55.0,163,1
11:26:52.735 -> 135,120,29.0,55.0,153,1
11:26:57.741 -> 136,120,29.0,55.0,153,1
11:27:02.742 -> 136,120,29.0,55.0,163,1
11:27:07.746 -> 136,120,29.0,55.0,155,1
11:27:12.750 -> 135,120,29.0,55.0,152,1
11:27:17.766 -> 135,120,29.0,55.0,161,1
11:27:22.745 -> 135,120,29.0,55.0,159,1
11:27:27.749 -> 135,120,29.0,55.0,151,1
11:27:32.781 -> 135,120,29.0,55.0,157,1
11:27:37.768 -> 135,120,29.0,55.0,163,1
11:27:42.764 -> 135,120,29.0,55.0,154,1
11:27:47.769 -> 135,120,29.0,55.0,152,1
11:27:52.777 -> 135,120,29.0,55.0,159,1
11:27:57.780 -> 136,120,29.0,55.0,163,1
11:28:02.792 -> 136,120,29.0,55.0,154,1
11:28:07.796 -> 136,120,29.0,55.0,151,1
11:28:12.804 -> 135,120,29.0,55.0,154,1
11:28:17.809 -> 135,120,29.0,55.0,161,1
11:28:22.781 -> 135,121,29.0,55.0,160,1
11:28:27.796 -> 135,120,29.0,55.0,151,1
11:28:32.800 -> 135,120,29.0,55.0,154,1
11:28:37.804 -> 135,120,29.0,55.0,161,1
11:28:42.814 -> 135,120,29.0,55.0,160,1
11:28:47.811 -> 135,120,29.0,55.0,153,1
11:28:52.832 -> 134,120,29.0,55.0,152,1
11:28:57.840 -> 135,120,29.0,55.0,154,1
11:29:02.804 -> 135,120,29.0,55.0,160,1
11:29:07.816 -> 135,121,29.0,55.0,162,1
11:29:12.820 -> 135,121,29.0,55.0,162,1
11:29:17.824 -> 136,121,29.0,55.0,156,1
11:29:22.828 -> 134,120,29.0,55.0,153,1
11:29:27.832 -> 135,120,29.0,55.0,151,1
11:29:32.840 -> 134,120,29.0,55.0,151,1
11:29:37.847 -> 135,120,29.0,55.0,155,1
11:29:42.860 -> 135,120,29.0,55.0,161,1
11:29:47.863 -> 135,121,29.0,55.0,163,1
11:29:52.831 -> 135,120,29.0,55.0,156,1
11:29:57.837 -> 135,120,29.0,55.0,151,1
11:30:02.839 -> 136,121,29.0,55.0,153,1
11:30:07.878 -> 136,122,29.0,55.0,161,1
11:30:12.876 -> 137,122,29.0,55.0,163,1
11:30:17.854 -> 137,122,29.0,55.0,157,1
11:30:22.863 -> 137,123,29.0,55.0,147,1
11:30:27.867 -> 137,124,29.0,55.0,148,1
11:30:32.879 -> 136,122,29.0,55.0,153,1
11:30:37.866 -> 136,122,29.0,55.0,168,1
11:30:42.869 -> 136,121,29.0,55.0,170,1
11:30:47.879 -> 136,120,29.0,55.0,157,1
11:30:52.876 -> 136,120,29.0,55.0,150,1
11:30:57.887 -> 136,121,29.0,55.0,146,1
11:31:02.876 -> 136,121,29.0,55.0,144,1
11:31:07.898 -> 135,121,29.0,55.0,143,1
11:31:12.886 -> 135,120,29.0,55.0,149,1
11:31:17.918 -> 135,121,29.0,55.0,155,1
11:31:22.905 -> 136,121,29.0,55.0,167,1
11:31:27.896 -> 136,121,29.0,55.0,173,1
11:31:32.921 -> 135,121,29.0,55.0,173,1
11:31:37.910 -> 135,120,29.0,55.0,168,1
11:31:42.902 -> 135,121,29.0,55.0,165,1
11:31:47.938 -> 135,121,29.0,55.0,159,1
11:31:52.941 -> 135,121,29.0,55.0,154,1
11:31:57.941 -> 135,122,29.0,55.0,145,1
11:32:02.929 -> 135,122,29.0,55.0,144,1
11:32:07.917 -> 136,121,29.0,55.0,149,1
11:32:12.948 -> 136,122,29.0,55.0,154,1
11:32:17.937 -> 136,122,29.0,55.0,165,1
11:32:22.947 -> 136,121,29.0,55.0,174,1
11:32:27.941 -> 137,123,29.0,55.0,172,1
11:32:32.957 -> 137,123,29.0,55.0,155,1
11:32:37.955 -> 137,122,29.0,55.0,144,1
11:32:42.937 -> 137,122,29.0,55.0,147,1
11:32:47.935 -> 136,122,29.0,55.0,163,1
11:32:52.961 -> 136,121,29.0,55.0,164,1
11:32:57.952 -> 136,122,29.0,55.0,151,1
11:33:02.972 -> 136,122,29.0,55.0,144,1
11:33:07.964 -> 136,123,29.0,55.0,145,1
11:33:12.988 -> 136,122,29.0,55.0,157,1
11:33:17.966 -> 136,123,29.0,55.0,164,1
11:33:22.992 -> 136,122,29.0,55.0,165,1
11:33:27.969 -> 137,123,29.0,55.0,169,1
11:33:32.968 -> 136,122,29.0,55.0,167,1
11:33:38.004 -> 135,122,29.0,55.0,159,1
11:33:43.000 -> 136,124,29.0,55.0,153,1
11:33:47.994 -> 136,123,29.0,55.0,148,1
11:33:52.992 -> 136,123,29.0,55.0,146,1
11:33:57.993 -> 136,123,29.0,55.0,147,1
11:34:03.017 -> 135,123,29.0,55.0,151,1
11:34:07.996 -> 135,122,29.0,55.0,159,1
11:34:12.991 -> 134,122,29.0,55.0,169,1
11:34:18.012 -> 135,122,29.0,55.0,172,1
11:34:23.031 -> 135,123,29.0,55.0,164,1
11:34:28.031 -> 135,123,29.0,55.0,154,1
11:34:33.013 -> 135,123,29.0,55.0,146,1
11:34:38.037 -> 135,122,29.0,55.0,150,1
11:34:43.043 -> 135,123,29.0,55.0,163,1
11:34:48.027 -> 135,123,29.0,55.0,172,1
11:34:53.019 -> 136,122,29.0,55.0,169,1
11:34:58.039 -> 135,122,29.0,55.0,156,1
11:35:03.049 -> 135,123,29.0,55.0,146,1
11:35:08.023 -> 135,123,29.0,55.0,152,1
11:35:13.041 -> 135,123,29.0,55.0,169,1
11:35:18.031 -> 135,122,29.0,55.0,171,1
11:35:23.036 -> 135,123,29.0,55.0,155,1
11:35:28.068 -> 136,123,29.0,55.0,146,1
11:35:33.052 -> 135,122,29.0,55.0,148,1
11:35:38.052 -> 135,122,29.0,55.0,158,1
11:35:43.059 -> 135,123,29.0,55.0,171,1
11:35:48.054 -> 135,123,29.0,55.0,170,1
11:35:53.078 -> 135,123,29.0,55.0,158,1
11:35:58.072 -> 135,123,29.0,55.0,149,1
11:36:03.052 -> 135,122,29.0,55.0,146,1
11:36:08.067 -> 135,123,29.0,55.0,146,1
11:36:13.086 -> 135,123,29.0,55.0,147,1
11:36:18.070 -> 135,123,29.0,55.0,147,1
11:36:23.096 -> 135,123,29.0,55.0,147,1
11:36:28.080 -> 135,123,29.0,55.0,148,1
11:36:33.110 -> 135,123,29.0,55.0,151,1
11:36:38.094 -> 135,124,29.0,55.0,150,1
11:36:43.086 -> 136,123,29.0,55.0,150,1
11:36:48.109 -> 136,122,29.0,55.0,151,1
11:36:53.095 -> 135,123,29.0,55.0,152,1
11:36:58.119 -> 136,123,29.0,55.0,152,1
11:37:03.122 -> 136,123,29.0,55.0,154,1
11:37:08.109 -> 136,123,29.0,55.0,152,1
11:37:13.135 -> 136,123,29.0,55.0,156,1
11:37:18.135 -> 136,124,29.0,55.0,160,1
11:37:23.117 -> 136,124,29.0,55.0,161,1
11:37:28.141 -> 136,123,29.0,55.0,165,1
11:37:33.129 -> 136,123,29.0,55.0,167,1
11:37:38.117 -> 136,123,29.0,55.0,172,1
11:37:43.117 -> 135,123,29.0,55.0,159,1
11:37:48.151 -> 135,123,29.0,55.0,145,1
11:37:53.152 -> 135,123,29.0,55.0,153,1
11:37:58.134 -> 135,124,29.0,55.0,157,1
11:38:03.153 -> 136,123,29.0,55.0,166,1
11:38:08.156 -> 135,123,29.0,55.0,161,1
11:38:13.136 -> 135,123,29.0,55.0,152,1
11:38:18.169 -> 135,123,29.0,55.0,154,1
11:38:23.172 -> 136,123,29.0,55.0,164,1
11:38:28.160 -> 135,123,29.0,55.0,164,1
11:38:33.160 -> 135,123,29.0,55.0,153,1
11:38:38.185 -> 135,123,29.0,55.0,156,1
11:38:43.175 -> 136,124,29.0,55.0,167,1
11:38:48.161 -> 117,106,29.0,55.0,144,1
11:38:53.172 -> 128,116,29.0,55.0,141,1
11:38:58.198 -> 139,127,29.0,55.0,166,1
11:39:03.198 -> 144,132,29.0,55.0,164,1
11:39:08.204 -> 146,134,29.0,55.0,157,1
11:39:13.196 -> 149,136,29.0,55.0,168,1
11:39:18.180 -> 149,135,29.0,55.0,173,1
11:39:23.220 -> 149,136,29.0,55.0,162,1
11:39:28.187 -> 149,136,29.0,55.0,158,1
11:39:33.210 -> 150,137,29.0,55.0,164,1
11:39:38.197 -> 151,138,29.0,55.0,174,1
11:39:43.232 -> 152,138,29.0,55.0,173,1
11:39:48.224 -> 152,138,29.0,55.0,163,1
11:39:53.233 -> 151,138,29.0,55.0,161,1
11:39:58.215 -> 152,138,29.0,55.0,170,1
11:40:03.211 -> 152,138,29.0,55.0,170,1
11:40:08.235 -> 152,137,29.0,55.0,160,1
11:40:13.231 -> 151,136,29.0,55.0,163,1
11:40:18.227 -> 151,136,29.0,55.0,171,1
11:40:23.253 -> 151,136,29.0,55.0,169,1
11:40:28.231 -> 151,136,29.0,55.0,160,1
11:40:33.260 -> 150,135,29.0,55.0,162,1
11:40:38.227 -> 151,135,29.0,55.0,170,1
11:40:43.271 -> 152,136,29.0,55.0,169,1
11:40:48.263 -> 151,135,29.0,55.0,160,1
11:40:53.239 -> 151,136,29.0,55.0,161,1
11:40:58.267 -> 152,136,29.0,55.0,171,1
11:41:03.253 -> 151,135,29.0,55.0,168,1
11:41:08.254 -> 151,136,29.0,55.0,160,1
11:41:13.281 -> 150,136,29.0,55.0,160,1
11:41:18.254 -> 151,136,29.0,55.0,167,1
11:41:23.286 -> 151,136,29.0,55.0,172,1
11:41:28.270 -> 151,136,29.0,55.0,166,1
11:41:33.294 -> 151,136,29.0,55.0,160,1
11:41:38.266 -> 152,135,29.0,55.0,161,1
11:41:43.286 -> 152,136,29.0,55.0,170,1
11:41:48.280 -> 152,135,29.0,55.0,171,1
11:41:53.302 -> 152,136,29.0,55.0,160,1
11:41:58.282 -> 152,136,29.0,55.0,154,1
11:42:03.310 -> 152,139,29.0,55.0,155,1
11:42:08.302 -> 152,137,29.0,55.0,171,1
11:42:13.286 -> 153,137,29.0,55.0,175,1
11:42:18.318 -> 153,135,29.0,55.0,171,1
11:42:23.317 -> 153,136,29.0,55.0,164,1
11:42:28.318 -> 152,135,29.0,55.0,161,1
11:42:33.302 -> 151,135,29.0,55.0,158,1
11:42:38.321 -> 151,134,29.0,55.0,157,1
11:42:43.314 -> 151,134,29.0,55.0,162,1
11:42:48.306 -> 152,133,29.0,55.0,171,1
11:42:53.333 -> 151,134,29.0,55.0,171,1
11:42:58.335 -> 152,134,29.0,55.0,162,1
11:43:03.318 -> 151,134,29.0,55.0,158,1
11:43:08.321 -> 150,133,29.0,55.0,161,1
11:43:13.354 -> 150,133,29.0,55.0,168,1
11:43:18.346 -> 150,135,29.0,55.0,171,1
11:43:23.349 -> 150,134,29.0,55.0,167,1
11:43:28.329 -> 151,135,29.0,55.0,160,1
11:43:33.353 -> 151,135,29.0,55.0,159,1
11:43:38.340 -> 151,134,29.0,55.0,162,1
11:43:43.341 -> 151,135,29.0,55.0,171,1
11:43:48.348 -> 151,134,29.0,55.0,170,1
11:43:53.368 -> 152,134,29.0,55.0,162,1
11:43:58.360 -> 151,134,29.0,55.0,158,1
11:44:03.353 -> 151,134,29.0,55.0,159,1
11:44:08.372 -> 152,135,29.0,55.0,163,1
11:44:13.356 -> 152,135,29.0,55.0,166,1
11:44:18.376 -> 151,135,29.0,55.0,170,1
11:44:23.378 -> 152,135,29.0,55.0,172,1
11:44:28.397 -> 151,135,29.0,55.0,169,1
11:44:33.380 -> 151,135,29.0,55.0,166,1
11:44:38.406 -> 151,135,29.0,55.0,168,1
11:44:43.392 -> 151,135,29.0,55.0,165,1
11:44:48.384 -> 151,135,29.0,55.0,163,1
11:44:53.405 -> 151,135,29.0,55.0,162,1
11:44:58.400 -> 151,135,29.0,55.0,161,1
11:45:03.416 -> 151,134,29.0,55.0,160,1
11:45:08.412 -> 151,135,29.0,55.0,160,1
11:45:13.400 -> 151,135,29.0,55.0,160,1
11:45:18.428 -> 151,135,29.0,55.0,159,1
11:45:23.420 -> 151,135,29.0,55.0,159,1
11:45:28.415 -> 151,135,29.0,55.0,159,1
11:45:33.405 -> 151,134,29.0,55.0,159,1
11:45:38.431 -> 150,134,29.0,55.0,161,1
11:45:43.420 -> 151,135,29.0,55.0,163,1
11:45:48.447 -> 151,135,29.0,55.0,165,1
11:45:53.427 -> 150,134,29.0,55.0,165,1
11:45:58.427 -> 150,134,29.0,55.0,166,1
11:46:03.459 -> 150,133,29.0,55.0,168,1
11:46:08.455 -> 150,133,29.0,55.0,169,1
11:46:13.456 -> 150,134,29.0,55.0,171,1
11:46:18.446 -> 150,134,29.0,55.0,171,1
11:46:23.448 -> 150,134,29.0,55.0,169,1
11:46:28.466 -> 150,134,29.0,55.0,167,1
11:46:33.451 -> 150,134,29.0,55.0,162,1
11:46:38.453 -> 150,134,29.0,55.0,159,1
11:46:43.458 -> 150,133,29.0,55.0,158,1
11:46:48.451 -> 150,134,29.0,55.0,159,1
11:46:53.482 -> 150,134,29.0,55.0,160,1
11:46:58.468 -> 150,133,29.0,55.0,164,1
11:47:03.463 -> 150,133,29.0,55.0,169,1
11:47:08.498 -> 151,134,29.0,55.0,171,1
11:47:13.475 -> 150,134,29.0,55.0,170,1
11:47:18.479 -> 150,134,29.0,55.0,170,1
11:47:23.494 -> 151,134,29.0,55.0,167,1
11:47:28.511 -> 151,134,29.0,55.0,164,1
11:47:33.502 -> 150,133,29.0,55.0,160,1
11:47:38.495 -> 150,134,29.0,55.0,158,1
11:47:43.513 -> 150,134,29.0,55.0,161,1
11:47:48.505 -> 150,134,29.0,55.0,167,1
11:47:53.502 -> 150,133,29.0,55.0,170,1
11:47:58.526 -> 150,134,29.0,55.0,161,1
11:48:03.528 -> 149,133,29.0,55.0,158,1
11:48:08.515 -> 150,133,29.0,55.0,162,1
11:48:13.501 -> 151,134,29.0,55.0,167,1
11:48:18.541 -> 151,134,29.0,55.0,171,1
11:48:23.534 -> 150,133,29.0,55.0,162,1
11:48:28.521 -> 151,134,29.0,55.0,158,1
11:48:33.549 -> 150,134,29.0,55.0,161,1
11:48:38.551 -> 150,133,29.0,55.0,166,1
11:48:43.537 -> 151,134,29.0,55.0,171,1
11:48:48.522 -> 150,135,29.0,55.0,164,1
11:48:53.553 -> 151,134,29.0,55.0,158,1
11:48:58.563 -> 150,133,29.0,55.0,164,1
11:49:03.557 -> 150,134,29.0,55.0,171,1
11:49:08.554 -> 151,134,29.0,55.0,164,1
11:49:13.550 -> 150,134,29.0,55.0,158,1
11:49:18.576 -> 151,134,29.0,55.0,163,1
11:49:23.557 -> 151,134,29.0,55.0,171,1
11:49:28.556 -> 150,134,29.0,55.0,166,1
11:49:33.550 -> 150,133,29.0,55.0,160,1
11:49:38.584 -> 150,134,29.0,55.0,158,1
11:49:43.587 -> 151,134,29.0,55.0,164,1
11:49:48.570 -> 152,134,29.0,55.0,171,1
11:49:53.570 -> 152,135,29.0,55.0,162,1
11:49:58.592 -> 151,134,29.0,55.0,158,1
11:50:03.580 -> 151,134,29.0,55.0,165,1
11:50:08.604 -> 151,134,29.0,55.0,172,1
11:50:13.608 -> 152,134,29.0,55.0,159,1
11:50:18.602 -> 153,136,29.0,55.0,154,1
11:50:23.584 -> 153,135,29.0,55.0,184,1
11:50:28.609 -> 152,134,29.0,55.0,175,1
11:50:33.613 -> 151,134,29.0,55.0,145,1
11:50:38.608 -> 151,134,29.0,55.0,164,1
11:50:43.595 -> 151,134,29.0,55.0,185,1
11:50:48.625 -> 151,134,29.0,55.0,154,1
11:50:53.608 -> 152,134,29.0,55.0,146,1
11:50:58.600 -> 152,134,29.0,55.0,169,1
11:51:03.611 -> 152,134,29.0,55.0,168,1
11:51:08.616 -> 153,134,29.0,55.0,146,1
11:51:13.622 -> 153,134,29.0,55.0,161,1
11:51:18.621 -> 152,134,29.0,55.0,170,1
11:51:23.643 -> 151,134,29.0,55.0,167,1
11:51:28.627 -> 152,134,29.0,55.0,159,1
11:51:33.624 -> 152,135,29.0,55.0,159,1
11:51:38.647 -> 152,135,29.0,55.0,165,1
11:51:43.632 -> 151,134,29.0,55.0,171,1
11:51:48.667 -> 152,135,29.0,55.0,172,1
11:51:53.669 -> 152,135,29.0,55.0,166,1
11:51:58.639 -> 153,135,29.0,55.0,160,1
11:52:03.639 -> 152,135,29.0,55.0,159,1
11:52:08.671 -> 152,134,29.0,55.0,156,1
11:52:13.658 -> 151,134,29.0,55.0,160,1
11:52:18.682 -> 150,134,29.0,55.0,163,1
11:52:23.689 -> 151,134,29.0,55.0,166,1
11:52:28.678 -> 152,135,29.0,55.0,169,1
11:52:33.698 -> 152,135,29.0,55.0,170,1
11:52:38.682 -> 152,134,29.0,55.0,171,1
11:52:43.666 -> 153,135,29.0,55.0,171,1
11:52:48.694 -> 153,135,29.0,55.0,169,1
11:52:53.689 -> 151,135,29.0,55.0,166,1
11:52:58.706 -> 151,134,29.0,55.0,162,1
11:53:03.698 -> 151,134,29.0,55.0,159,1
11:53:08.686 -> 151,134,29.0,55.0,158,1
11:53:13.710 -> 151,133,29.0,55.0,158,1
11:53:18.718 -> 149,132,29.0,55.0,159,1
11:53:23.722 -> 151,134,29.0,55.0,162,1
11:53:28.726 -> 151,134,29.0,55.0,167,1
